freq_mhz,probability,center_channel
18375.653839111328,0.91,32075776
18301.59339904785,0.871,5568512
18337.825393676758,0.844,18536448
18335.279083251953,0.829,17625088
18330.558395385742,0.821,15935488
18450.38948059082,0.821,58824704
18410.203552246094,0.814,44441600
18288.547134399414,0.802,899072
18410.209274291992,0.792,44443648
18373.983001708984,0.771,31477760
18432.324981689453,0.77,52359168
18421.269989013672,0.764,48402432
18432.33070373535,0.762,52361216
18288.541412353516,0.761,897024
18385.078048706055,0.746,35448832
18379.756546020508,0.722,33544192
18342.76351928711,0.712,20303872
18436.811065673828,0.709,53964800
18421.264266967773,0.708,48400384
18342.677688598633,0.704,20273152
