freq_mhz,probability,center_channel
6899.954986572266,0.8,49721344
6854.132843017578,0.782,33320960
6867.293548583984,0.78,38031360
6820.429992675781,0.769,21258240
6795.499038696289,0.759,12335104
6939.30549621582,0.758,63805440
6853.24592590332,0.747,33003520
6835.833740234375,0.742,26771456
6775.037002563477,0.731,5011456
6945.553970336914,0.73,66041856
6812.401962280273,0.729,18384896
6919.884872436523,0.726,56854528
6774.859619140625,0.725,4947968
6929.806900024414,0.723,60405760
6921.870422363281,0.721,57565184
6856.959533691406,0.719,34332672
6825.036239624023,0.715,22906880
6783.042144775391,0.714,7876608
6930.745315551758,0.712,60741632
6939.500045776367,0.71,63875072
6930.710983276367,0.709,60729344
6874.886703491211,0.707,40749056
6801.799011230469,0.706,14589952
6876.700592041016,0.704,41398272
6879.538726806641,0.704,42414080
6921.973419189453,0.704,57602048
6895.600509643555,0.702,48162816
6923.690032958984,0.701,58216448
