freq_mhz,probability,is_eti,center_channel
18286.0408782959,0.0,False,2048
18286.046600341797,0.0,False,4096
18286.052322387695,0.0,False,6144
18286.058044433594,0.0,False,8192
18286.063766479492,0.0,False,10240
18286.06948852539,0.0,False,12288
18286.07521057129,0.0,False,14336
18286.080932617188,0.0,False,16384
18286.086654663086,0.006,False,18432
18286.092376708984,0.0,False,20480
18286.098098754883,0.0,False,22528
18286.10382080078,0.001,False,24576
18286.10954284668,0.0,False,26624
18286.115264892578,0.003,False,28672
18286.120986938477,0.0,False,30720
18286.126708984375,0.0,False,32768
18286.132431030273,0.003,False,34816
18286.138153076172,0.0,False,36864
18286.14387512207,0.0,False,38912
18286.14959716797,0.0,False,40960
18286.155319213867,0.0,False,43008
18286.161041259766,0.0,False,45056
18286.166763305664,0.003,False,47104
18286.172485351562,0.0,False,49152
18286.17820739746,0.001,False,51200
18286.18392944336,0.001,False,53248
18286.189651489258,0.0,False,55296
18286.195373535156,0.0,False,57344
18286.201095581055,0.009,False,59392
18286.206817626953,0.003,False,61440
18286.21253967285,0.001,False,63488
18286.21826171875,0.002,False,65536
18286.22398376465,0.0,False,67584
18286.229705810547,0.0,False,69632
18286.235427856445,0.0,False,71680
18286.241149902344,0.0,False,73728
18286.246871948242,0.002,False,75776
18286.25259399414,0.0,False,77824
18286.25831604004,0.0,False,79872
18286.264038085938,0.0,False,81920
18286.269760131836,0.0,False,83968
18286.275482177734,0.0,False,86016
18286.281204223633,0.003,False,88064
18286.28692626953,0.0,False,90112
18286.29264831543,0.0,False,92160
18286.298370361328,0.0,False,94208
18286.304092407227,0.0,False,96256
18286.309814453125,0.0,False,98304
18286.315536499023,0.0,False,100352
18286.321258544922,0.0,False,102400
18286.32698059082,0.0,False,104448
18286.33270263672,0.0,False,106496
18286.338424682617,0.001,False,108544
18286.344146728516,0.0,False,110592
18286.349868774414,0.0,False,112640
18286.355590820312,0.0,False,114688
18286.36131286621,0.0,False,116736
18286.36703491211,0.0,False,118784
18286.372756958008,0.001,False,120832
18286.378479003906,0.0,False,122880
18286.384201049805,0.0,False,124928
18286.389923095703,0.001,False,126976
18286.3956451416,0.0,False,129024
18286.4013671875,0.0,False,131072
18286.4070892334,0.0,False,133120
18286.412811279297,0.0,False,135168
18286.418533325195,0.0,False,137216
18286.424255371094,0.0,False,139264
18286.429977416992,0.0,False,141312
18286.43569946289,0.0,False,143360
18286.44142150879,0.002,False,145408
18286.447143554688,0.0,False,147456
18286.452865600586,0.0,False,149504
18286.458587646484,0.0,False,151552
18286.464309692383,0.0,False,153600
18286.47003173828,0.0,False,155648
18286.47575378418,0.0,False,157696
18286.481475830078,0.0,False,159744
18286.487197875977,0.0,False,161792
18286.492919921875,0.0,False,163840
18286.498641967773,0.0,False,165888
18286.504364013672,0.0,False,167936
18286.51008605957,0.0,False,169984
18286.51580810547,0.0,False,172032
18286.521530151367,0.0,False,174080
18286.527252197266,0.0,False,176128
18286.532974243164,0.0,False,178176
18286.538696289062,0.001,False,180224
18286.54441833496,0.0,False,182272
18286.55014038086,0.0,False,184320
18286.555862426758,0.0,False,186368
18286.561584472656,0.0,False,188416
18286.567306518555,0.0,False,190464
18286.573028564453,0.0,False,192512
18286.57875061035,0.0,False,194560
18286.58447265625,0.0,False,196608
18286.59019470215,0.0,False,198656
18286.595916748047,0.0,False,200704
18286.601638793945,0.0,False,202752
18286.607360839844,0.0,False,204800
18286.613082885742,0.001,False,206848
18286.61880493164,0.0,False,208896
18286.62452697754,0.0,False,210944
18286.630249023438,0.0,False,212992
18286.635971069336,0.0,False,215040
18286.641693115234,0.0,False,217088
18286.647415161133,0.0,False,219136
18286.65313720703,0.0,False,221184
18286.65885925293,0.0,False,223232
18286.664581298828,0.0,False,225280
18286.670303344727,0.0,False,227328
18286.676025390625,0.0,False,229376
18286.681747436523,0.0,False,231424
18286.687469482422,0.0,False,233472
18286.69319152832,0.0,False,235520
18286.69891357422,0.0,False,237568
18286.704635620117,0.0,False,239616
18286.710357666016,0.0,False,241664
18286.716079711914,0.0,False,243712
18286.721801757812,0.0,False,245760
18286.72752380371,0.0,False,247808
18286.73324584961,0.0,False,249856
18286.738967895508,0.0,False,251904
18286.744689941406,0.0,False,253952
18286.750411987305,0.0,False,256000
18286.756134033203,0.0,False,258048
18286.7618560791,0.0,False,260096
18286.767578125,0.0,False,262144
18286.7733001709,0.0,False,264192
18286.779022216797,0.0,False,266240
18286.784744262695,0.0,False,268288
18286.790466308594,0.0,False,270336
18286.796188354492,0.0,False,272384
18286.80191040039,0.0,False,274432
18286.80763244629,0.0,False,276480
18286.813354492188,0.0,False,278528
18286.819076538086,0.0,False,280576
18286.824798583984,0.002,False,282624
18286.830520629883,0.0,False,284672
18286.83624267578,0.0,False,286720
18286.84196472168,0.0,False,288768
18286.847686767578,0.0,False,290816
18286.853408813477,0.0,False,292864
18286.859130859375,0.0,False,294912
18286.864852905273,0.0,False,296960
18286.870574951172,0.0,False,299008
18286.87629699707,0.0,False,301056
18286.88201904297,0.0,False,303104
18286.887741088867,0.0,False,305152
18286.893463134766,0.0,False,307200
18286.899185180664,0.001,False,309248
18286.904907226562,0.0,False,311296
18286.91062927246,0.0,False,313344
18286.91635131836,0.0,False,315392
18286.922073364258,0.0,False,317440
18286.927795410156,0.0,False,319488
18286.933517456055,0.0,False,321536
18286.939239501953,0.0,False,323584
18286.94496154785,0.0,False,325632
18286.95068359375,0.0,False,327680
18286.95640563965,0.0,False,329728
18286.962127685547,0.0,False,331776
18286.967849731445,0.0,False,333824
18286.973571777344,0.0,False,335872
18286.979293823242,0.0,False,337920
18286.98501586914,0.0,False,339968
18286.99073791504,0.0,False,342016
18286.996459960938,0.0,False,344064
18287.002182006836,0.001,False,346112
18287.007904052734,0.0,False,348160
18287.013626098633,0.0,False,350208
18287.01934814453,0.0,False,352256
18287.02507019043,0.0,False,354304
18287.030792236328,0.0,False,356352
18287.036514282227,0.0,False,358400
18287.042236328125,0.0,False,360448
18287.047958374023,0.0,False,362496
18287.053680419922,0.0,False,364544
18287.05940246582,0.0,False,366592
18287.06512451172,0.0,False,368640
18287.070846557617,0.0,False,370688
18287.076568603516,0.001,False,372736
18287.082290649414,0.0,False,374784
18287.088012695312,0.0,False,376832
18287.09373474121,0.001,False,378880
18287.09945678711,0.0,False,380928
18287.105178833008,0.0,False,382976
18287.110900878906,0.0,False,385024
18287.116622924805,0.0,False,387072
18287.122344970703,0.0,False,389120
18287.1280670166,0.0,False,391168
18287.1337890625,0.0,False,393216
18287.1395111084,0.0,False,395264
18287.145233154297,0.0,False,397312
18287.150955200195,0.0,False,399360
18287.156677246094,0.0,False,401408
18287.162399291992,0.0,False,403456
18287.16812133789,0.0,False,405504
18287.17384338379,0.0,False,407552
18287.179565429688,0.0,False,409600
18287.185287475586,0.0,False,411648
18287.191009521484,0.0,False,413696
18287.196731567383,0.0,False,415744
18287.20245361328,0.0,False,417792
18287.20817565918,0.0,False,419840
18287.213897705078,0.0,False,421888
18287.219619750977,0.0,False,423936
18287.225341796875,0.0,False,425984
18287.231063842773,0.0,False,428032
18287.236785888672,0.0,False,430080
18287.24250793457,0.0,False,432128
18287.24822998047,0.0,False,434176
18287.253952026367,0.0,False,436224
18287.259674072266,0.0,False,438272
18287.265396118164,0.0,False,440320
18287.271118164062,0.0,False,442368
18287.27684020996,0.0,False,444416
18287.28256225586,0.0,False,446464
18287.288284301758,0.001,False,448512
18287.294006347656,0.0,False,450560
18287.299728393555,0.0,False,452608
18287.305450439453,0.0,False,454656
18287.31117248535,0.0,False,456704
18287.31689453125,0.0,False,458752
18287.32261657715,0.0,False,460800
18287.328338623047,0.0,False,462848
18287.334060668945,0.001,False,464896
18287.339782714844,0.0,False,466944
18287.345504760742,0.0,False,468992
18287.35122680664,0.0,False,471040
18287.35694885254,0.0,False,473088
18287.362670898438,0.0,False,475136
18287.368392944336,0.0,False,477184
18287.374114990234,0.0,False,479232
18287.379837036133,0.0,False,481280
18287.38555908203,0.0,False,483328
18287.39128112793,0.0,False,485376
18287.397003173828,0.0,False,487424
18287.402725219727,0.0,False,489472
18287.408447265625,0.0,False,491520
18287.414169311523,0.001,False,493568
18287.419891357422,0.001,False,495616
18287.42561340332,0.0,False,497664
18287.43133544922,0.0,False,499712
18287.437057495117,0.0,False,501760
18287.442779541016,0.0,False,503808
18287.448501586914,0.0,False,505856
18287.454223632812,0.0,False,507904
18287.45994567871,0.001,False,509952
18287.46566772461,0.0,False,512000
18287.471389770508,0.0,False,514048
18287.477111816406,0.0,False,516096
18287.482833862305,0.0,False,518144
18287.488555908203,0.0,False,520192
18287.4942779541,0.0,False,522240
18287.5,0.445,False,524288
18287.5057220459,0.358,False,526336
18287.511444091797,0.0,False,528384
18287.517166137695,0.0,False,530432
18287.522888183594,0.0,False,532480
18287.528610229492,0.0,False,534528
18287.53433227539,0.001,False,536576
18287.54005432129,0.0,False,538624
18287.545776367188,0.0,False,540672
18287.551498413086,0.0,False,542720
18287.557220458984,0.0,False,544768
18287.562942504883,0.0,False,546816
18287.56866455078,0.0,False,548864
18287.57438659668,0.0,False,550912
18287.580108642578,0.0,False,552960
18287.585830688477,0.0,False,555008
18287.591552734375,0.0,False,557056
18287.597274780273,0.0,False,559104
18287.602996826172,0.0,False,561152
18287.60871887207,0.0,False,563200
18287.61444091797,0.0,False,565248
18287.620162963867,0.0,False,567296
18287.625885009766,0.0,False,569344
18287.631607055664,0.0,False,571392
18287.637329101562,0.0,False,573440
18287.64305114746,0.0,False,575488
18287.64877319336,0.001,False,577536
18287.654495239258,0.0,False,579584
18287.660217285156,0.0,False,581632
18287.665939331055,0.0,False,583680
18287.671661376953,0.0,False,585728
18287.67738342285,0.001,False,587776
18287.68310546875,0.0,False,589824
18287.68882751465,0.0,False,591872
18287.694549560547,0.0,False,593920
18287.700271606445,0.001,False,595968
18287.705993652344,0.0,False,598016
18287.711715698242,0.0,False,600064
18287.71743774414,0.0,False,602112
18287.72315979004,0.0,False,604160
18287.728881835938,0.0,False,606208
18287.734603881836,0.0,False,608256
18287.740325927734,0.0,False,610304
18287.746047973633,0.0,False,612352
18287.75177001953,0.0,False,614400
18287.75749206543,0.0,False,616448
