freq_mhz,probability,center_channel
6879.487228393555,0.991,42395648
6851.678085327148,0.96,32442368
6879.515838623047,0.945,42405888
6789.176177978516,0.931,10072064
6851.683807373047,0.91,32444416
6929.549407958984,0.898,60313600
6920.771789550781,0.896,57171968
6939.12239074707,0.896,63739904
6898.80485534668,0.895,49309696
6898.822021484375,0.895,49315840
6940.29541015625,0.895,64159744
6940.449905395508,0.895,64215040
6901.871871948242,0.894,50407424
6942.160797119141,0.894,64827392
6945.937347412109,0.894,66179072
6898.816299438477,0.893,49313792
6940.032196044922,0.893,64065536
6942.01774597168,0.893,64776192
6942.938995361328,0.893,65105920
6946.131896972656,0.893,66248704
6939.992141723633,0.892,64051200
6940.083694458008,0.892,64083968
6901.986312866211,0.891,50448384
6923.272323608398,0.891,58066944
6929.623794555664,0.891,60340224
6939.208221435547,0.891,63770624
6941.090774536133,0.891,64444416
6945.9259033203125,0.891,66174976
6947.596740722656,0.891,66772992
6901.95198059082,0.89,50436096
6903.245162963867,0.89,50898944
6904.841613769531,0.89,51470336
6940.009307861328,0.89,64057344
6941.411209106445,0.89,64559104
6941.788864135742,0.889,64694272
6901.923370361328,0.888,50425856
6902.810287475586,0.888,50743296
6904.687118530273,0.888,51415040
6943.11637878418,0.888,65169408
6901.997756958008,0.887,50452480
6905.322265625,0.887,51642368
6921.521377563477,0.887,57440256
6921.561431884766,0.887,57454592
6928.485107421875,0.887,59932672
6902.827453613281,0.886,50749440
6903.817367553711,0.886,51103744
6903.845977783203,0.886,51113984
6923.226547241211,0.886,58050560
6929.835510253906,0.886,60416000
6939.900588989258,0.886,64018432
6939.946365356445,0.886,64034816
6946.755599975586,0.886,66471936
6948.06022644043,0.886,66938880
6898.787689208984,0.885,49303552
6903.93180847168,0.885,51144704
6907.771301269531,0.885,52518912
6910.569381713867,0.885,53520384
6920.3826904296875,0.885,57032704
6928.302001953125,0.885,59867136
6875.167083740234,0.884,40849408
6903.645706176758,0.884,51042304
6904.84733581543,0.884,51472384
6905.0933837890625,0.884,51560448
6905.831527709961,0.884,51824640
6922.448348999023,0.884,57772032
6940.964889526367,0.884,64399360
6942.023468017578,0.884,64778240
6946.137619018555,0.884,66250752
6947.350692749023,0.884,66684928
6904.870223999023,0.883,51480576
6908.160400390625,0.883,52658176
6921.670150756836,0.883,57493504
6922.454071044922,0.883,57774080
6929.726791381836,0.883,60377088
6930.04150390625,0.883,60489728
6930.058670043945,0.883,60495872
6940.3411865234375,0.883,64176128
6904.813003540039,0.882,51460096
6906.489562988281,0.882,52060160
6923.358154296875,0.882,58097664
6928.919982910156,0.882,60088320
6939.213943481445,0.882,63772672
6941.228103637695,0.882,64493568
6901.911926269531,0.881,50421760
6901.963424682617,0.881,50440192
6919.432830810547,0.881,56692736
6922.391128540039,0.881,57751552
6927.569580078125,0.881,59604992
6938.985061645508,0.881,63690752
6945.885848999023,0.881,66160640
6947.041702270508,0.881,66574336
6902.718734741211,0.88,50710528
6902.730178833008,0.88,50714624
6920.766067504883,0.88,57169920
6928.691101074219,0.88,60006400
6938.8763427734375,0.88,63651840
6939.997863769531,0.88,64053248
6943.608474731445,0.88,65345536
6901.231002807617,0.879,50178048
6903.0792236328125,0.879,50839552
6903.3538818359375,0.879,50937856
6904.795837402344,0.879,51453952
6919.535827636719,0.879,56729600
6919.907760620117,0.879,56862720
