freq_mhz,probability,is_eti,center_channel
18086.0408782959,0.142,False,2048
18086.046600341797,0.013,False,4096
18086.052322387695,0.082,False,6144
18086.058044433594,0.063,False,8192
18086.063766479492,0.14,False,10240
18086.06948852539,0.144,False,12288
18086.07521057129,0.17,False,14336
18086.080932617188,0.06,False,16384
18086.086654663086,0.029,False,18432
18086.092376708984,0.083,False,20480
18086.098098754883,0.219,False,22528
18086.10382080078,0.144,False,24576
18086.10954284668,0.12,False,26624
18086.115264892578,0.035,False,28672
18086.120986938477,0.15,False,30720
18086.126708984375,0.07,False,32768
18086.132431030273,0.09,False,34816
18086.138153076172,0.248,False,36864
18086.14387512207,0.273,False,38912
18086.14959716797,0.095,False,40960
18086.155319213867,0.218,False,43008
18086.161041259766,0.135,False,45056
18086.166763305664,0.109,False,47104
18086.172485351562,0.178,False,49152
18086.17820739746,0.073,False,51200
18086.18392944336,0.151,False,53248
18086.189651489258,0.111,False,55296
18086.195373535156,0.031,False,57344
18086.201095581055,0.102,False,59392
18086.206817626953,0.148,False,61440
18086.21253967285,0.161,False,63488
18086.21826171875,0.162,False,65536
18086.22398376465,0.187,False,67584
18086.229705810547,0.193,False,69632
18086.235427856445,0.148,False,71680
18086.241149902344,0.168,False,73728
18086.246871948242,0.133,False,75776
18086.25259399414,0.023,False,77824
18086.25831604004,0.133,False,79872
18086.264038085938,0.023,False,81920
18086.269760131836,0.087,False,83968
18086.275482177734,0.048,False,86016
18086.281204223633,0.137,False,88064
18086.28692626953,0.117,False,90112
18086.29264831543,0.087,False,92160
18086.298370361328,0.135,False,94208
18086.304092407227,0.021,False,96256
18086.309814453125,0.035,False,98304
18086.315536499023,0.044,False,100352
18086.321258544922,0.049,False,102400
18086.32698059082,0.148,False,104448
18086.33270263672,0.135,False,106496
18086.338424682617,0.033,False,108544
18086.344146728516,0.036,False,110592
18086.349868774414,0.043,False,112640
18086.355590820312,0.04,False,114688
18086.36131286621,0.061,False,116736
18086.36703491211,0.032,False,118784
18086.372756958008,0.05,False,120832
18086.378479003906,0.041,False,122880
18086.384201049805,0.026,False,124928
18086.389923095703,0.044,False,126976
18086.3956451416,0.046,False,129024
18086.4013671875,0.09,False,131072
18086.4070892334,0.212,False,133120
18086.412811279297,0.15,False,135168
18086.418533325195,0.046,False,137216
18086.424255371094,0.072,False,139264
18086.429977416992,0.073,False,141312
18086.43569946289,0.199,False,143360
18086.44142150879,0.072,False,145408
18086.447143554688,0.082,False,147456
18086.452865600586,0.03,False,149504
18086.458587646484,0.04,False,151552
18086.464309692383,0.011,False,153600
18086.47003173828,0.046,False,155648
18086.47575378418,0.059,False,157696
18086.481475830078,0.109,False,159744
18086.487197875977,0.083,False,161792
18086.492919921875,0.022,False,163840
18086.498641967773,0.1,False,165888
18086.504364013672,0.043,False,167936
18086.51008605957,0.057,False,169984
18086.51580810547,0.009,False,172032
18086.521530151367,0.095,False,174080
18086.527252197266,0.048,False,176128
18086.532974243164,0.022,False,178176
18086.538696289062,0.019,False,180224
18086.54441833496,0.065,False,182272
18086.55014038086,0.044,False,184320
18086.555862426758,0.024,False,186368
18086.561584472656,0.032,False,188416
18086.567306518555,0.086,False,190464
18086.573028564453,0.068,False,192512
18086.57875061035,0.104,False,194560
18086.58447265625,0.019,False,196608
18086.59019470215,0.108,False,198656
18086.595916748047,0.107,False,200704
18086.601638793945,0.135,False,202752
18086.607360839844,0.099,False,204800
18086.613082885742,0.078,False,206848
18086.61880493164,0.156,False,208896
18086.62452697754,0.133,False,210944
18086.630249023438,0.056,False,212992
18086.635971069336,0.121,False,215040
18086.641693115234,0.101,False,217088
18086.647415161133,0.026,False,219136
18086.65313720703,0.09,False,221184
18086.65885925293,0.156,False,223232
18086.664581298828,0.101,False,225280
18086.670303344727,0.072,False,227328
18086.676025390625,0.015,False,229376
18086.681747436523,0.023,False,231424
18086.687469482422,0.034,False,233472
18086.69319152832,0.023,False,235520
18086.69891357422,0.074,False,237568
18086.704635620117,0.056,False,239616
18086.710357666016,0.032,False,241664
18086.716079711914,0.098,False,243712
18086.721801757812,0.114,False,245760
18086.72752380371,0.042,False,247808
18086.73324584961,0.035,False,249856
18086.738967895508,0.04,False,251904
18086.744689941406,0.028,False,253952
18086.750411987305,0.043,False,256000
18086.756134033203,0.065,False,258048
18086.7618560791,0.105,False,260096
18086.767578125,0.043,False,262144
18086.7733001709,0.017,False,264192
18086.779022216797,0.089,False,266240
18086.784744262695,0.121,False,268288
18086.790466308594,0.1,False,270336
18086.796188354492,0.07,False,272384
18086.80191040039,0.017,False,274432
18086.80763244629,0.021,False,276480
18086.813354492188,0.055,False,278528
18086.819076538086,0.018,False,280576
18086.824798583984,0.03,False,282624
18086.830520629883,0.112,False,284672
18086.83624267578,0.07,False,286720
18086.84196472168,0.045,False,288768
18086.847686767578,0.104,False,290816
18086.853408813477,0.11,False,292864
18086.859130859375,0.137,False,294912
18086.864852905273,0.065,False,296960
18086.870574951172,0.073,False,299008
18086.87629699707,0.029,False,301056
18086.88201904297,0.072,False,303104
18086.887741088867,0.105,False,305152
18086.893463134766,0.024,False,307200
18086.899185180664,0.056,False,309248
18086.904907226562,0.021,False,311296
18086.91062927246,0.023,False,313344
18086.91635131836,0.011,False,315392
18086.922073364258,0.036,False,317440
18086.927795410156,0.031,False,319488
18086.933517456055,0.017,False,321536
18086.939239501953,0.023,False,323584
18086.94496154785,0.066,False,325632
18086.95068359375,0.062,False,327680
18086.95640563965,0.044,False,329728
18086.962127685547,0.022,False,331776
18086.967849731445,0.035,False,333824
18086.973571777344,0.19,False,335872
18086.979293823242,0.073,False,337920
18086.98501586914,0.248,False,339968
18086.99073791504,0.138,False,342016
18086.996459960938,0.07,False,344064
18087.002182006836,0.018,False,346112
18087.007904052734,0.021,False,348160
18087.013626098633,0.025,False,350208
18087.01934814453,0.1,False,352256
18087.02507019043,0.044,False,354304
18087.030792236328,0.039,False,356352
18087.036514282227,0.026,False,358400
18087.042236328125,0.066,False,360448
18087.047958374023,0.11,False,362496
18087.053680419922,0.102,False,364544
18087.05940246582,0.19,False,366592
18087.06512451172,0.146,False,368640
18087.070846557617,0.125,False,370688
18087.076568603516,0.037,False,372736
18087.082290649414,0.075,False,374784
18087.088012695312,0.06,False,376832
18087.09373474121,0.148,False,378880
18087.09945678711,0.142,False,380928
18087.105178833008,0.145,False,382976
18087.110900878906,0.064,False,385024
18087.116622924805,0.042,False,387072
18087.122344970703,0.098,False,389120
18087.1280670166,0.11,False,391168
18087.1337890625,0.016,False,393216
18087.1395111084,0.017,False,395264
18087.145233154297,0.07,False,397312
18087.150955200195,0.061,False,399360
18087.156677246094,0.131,False,401408
18087.162399291992,0.149,False,403456
18087.16812133789,0.022,False,405504
18087.17384338379,0.044,False,407552
18087.179565429688,0.082,False,409600
18087.185287475586,0.012,False,411648
18087.191009521484,0.096,False,413696
18087.196731567383,0.148,False,415744
18087.20245361328,0.144,False,417792
18087.20817565918,0.126,False,419840
18087.213897705078,0.147,False,421888
18087.219619750977,0.132,False,423936
18087.225341796875,0.051,False,425984
