freq_mhz,probability,center_channel
6880.511474609375,0.99,42762240
6880.408477783203,0.986,42725376
6860.066604614258,0.977,35444736
6880.414199829102,0.972,42727424
6859.048080444336,0.956,35080192
6859.305572509766,0.935,35172352
6859.299850463867,0.932,35170304
6879.555892944336,0.932,42420224
6880.448532104492,0.922,42739712
6875.3387451171875,0.919,40910848
6906.146240234375,0.91,51937280
6875.344467163086,0.893,40912896
6879.527282714844,0.891,42409984
6880.454254150391,0.89,42741760
6880.419921875,0.875,42729472
6880.471420288086,0.867,42747904
6878.812026977539,0.863,42153984
6879.538726806641,0.845,42414080
6874.589157104492,0.826,40642560
6828.091812133789,0.816,24000512
6880.4656982421875,0.814,42745856
6860.764694213867,0.813,35694592
6844.536972045898,0.795,29886464
6828.086090087891,0.794,23998464
6879.533004760742,0.794,42412032
6874.583435058594,0.778,40640512
6837.533187866211,0.775,27379712
6880.379867553711,0.735,42715136
6781.211090087891,0.73,7221248
6906.140518188477,0.73,51935232
6878.783416748047,0.729,42143744
6878.789138793945,0.724,42145792
6835.833740234375,0.723,26771456
6932.427597045898,0.718,61343744
6935.357284545898,0.717,62392320
6880.3741455078125,0.715,42713088
6862.115097045898,0.712,36177920
6821.099472045898,0.711,21497856
6812.310409545898,0.71,18352128
6780.083847045898,0.709,6817792
6860.3240966796875,0.709,35536896
6829.888534545898,0.703,24643584
6841.607284545898,0.702,28837888
6887.503814697266,0.702,45264896
