freq_mhz,probability,center_channel
6875.161361694336,0.987,40847360
6875.167083740234,0.984,40849408
6774.899673461914,0.967,4962304
6878.932189941406,0.963,42196992
6878.926467895508,0.96,42194944
6878.943634033203,0.955,42201088
6782.71598815918,0.951,7759872
6878.857803344727,0.95,42170368
6878.611755371094,0.948,42082304
6878.852081298828,0.945,42168320
6879.481506347656,0.943,42393600
6879.636001586914,0.941,42448896
6879.624557495117,0.94,42444800
6878.874969482422,0.939,42176512
6888.533782958984,0.939,45633536
6878.680419921875,0.937,42106880
6878.886413574219,0.936,42180608
6878.869247436523,0.933,42174464
6879.6417236328125,0.933,42450944
6879.647445678711,0.933,42452992
6878.88069152832,0.929,42178560
6879.573059082031,0.921,42426368
6878.863525390625,0.92,42172416
6879.487228393555,0.918,42395648
6879.595947265625,0.912,42434560
6879.618835449219,0.909,42442752
6879.607391357422,0.908,42438656
6879.653167724609,0.906,42455040
6888.539505004883,0.906,45635584
6879.590225219727,0.905,42432512
6879.601669311523,0.904,42436608
6879.584503173828,0.903,42430464
6879.57878112793,0.902,42428416
6879.61311340332,0.899,42440704
6878.737640380859,0.898,42127360
6878.829193115234,0.886,42160128
6876.031112670898,0.881,41158656
6774.9053955078125,0.88,4964352
6879.567337036133,0.88,42424320
6879.492950439453,0.876,42397696
6878.743362426758,0.874,42129408
6879.023742675781,0.857,42229760
6879.50439453125,0.854,42401792
6879.498672485352,0.851,42399744
6879.544448852539,0.851,42416128
6843.856048583984,0.849,29642752
6878.749084472656,0.843,42131456
6774.951171875,0.834,4980736
6879.515838623047,0.828,42405888
6878.754806518555,0.821,42133504
6820.201110839844,0.819,21176320
6878.823471069336,0.819,42158080
6879.5501708984375,0.819,42418176
6878.731918334961,0.818,42125312
6880.454254150391,0.818,42741760
6879.510116577148,0.817,42403840
6878.760528564453,0.807,42135552
6890.513610839844,0.798,46342144
6879.561614990234,0.795,42422272
6878.794860839844,0.79,42147840
6879.630279541016,0.773,42446848
6879.555892944336,0.764,42420224
6885.552597045898,0.755,44566528
6859.265518188477,0.752,35158016
6879.475784301758,0.752,42391552
6898.558807373047,0.749,49221632
6862.115097045898,0.747,36177920
6878.937911987305,0.746,42199040
6870.904159545898,0.727,39323648
6879.521560668945,0.721,42407936
6878.686141967773,0.719,42108928
6887.503814697266,0.719,45264896
6797.661972045898,0.714,13109248
6829.905700683594,0.714,24649728
6879.658889770508,0.714,42457088
6926.568222045898,0.712,59246592
6843.861770629883,0.711,29644800
6906.363677978516,0.711,52015104
6768.365097045898,0.708,2623488
6800.591659545898,0.705,14157824
6929.806900024414,0.702,60405760
6812.310409545898,0.7,18352128
