freq_mhz,probability,center_channel
18165.439987182617,0.881,28420096
18171.625518798828,0.864,30633984
18171.61979675293,0.827,30631936
18160.78224182129,0.808,26753024
18103.338623046875,0.803,6193152
18104.998016357422,0.8,6787072
18226.316833496094,0.781,50208768
18226.311111450195,0.775,50206720
18138.815307617188,0.77,18890752
18099.081420898438,0.751,4669440
18099.087142944336,0.744,4671488
18249.748611450195,0.732,58595328
18186.943435668945,0.706,36116480
18149.069213867188,0.7,22560768
