freq_mhz,probability,center_channel
18095.819854736328,0.702,3502080
18099.996948242188,0.785,4997120
18104.666137695312,0.724,6668288
18111.795806884766,0.733,9220096
18119.343185424805,0.72,11921408
18123.23989868164,0.745,13316096
18124.258422851562,0.752,13680640
18128.63006591797,0.762,15245312
18129.339599609375,0.707,15499264
18131.30226135254,0.723,16201728
18132.32078552246,0.737,16566272
18135.376358032227,0.794,17659904
18139.450454711914,0.715,19118080
18140.05126953125,0.744,19333120
18144.457244873047,0.758,20910080
18144.531631469727,0.759,20936704
18146.49429321289,0.711,21639168
18147.426986694336,0.761,21972992
18148.531341552734,0.767,22368256
18149.755859375,0.778,22806528
18154.55665588379,0.776,24524800
18155.386352539062,0.703,24821760
18155.57518005371,0.76,24889344
18157.314682006836,0.716,25511936
18159.563446044922,0.738,26316800
18161.686325073242,0.816,27076608
18163.63754272461,0.73,27774976
18169.74868774414,0.798,29962240
18174.91569519043,0.731,31811584
18175.3963470459,0.713,31983616
18178.82957458496,0.715,33212416
18181.885147094727,0.783,34306048
18187.91046142578,0.823,36462592
18187.95051574707,0.758,36476928
18187.95623779297,0.948,36478976
18191.28074645996,0.942,37668864
18191.28646850586,0.985,37670912
18194.954299926758,0.812,38983680
18195.886993408203,0.893,39317504
18195.8927154541,0.807,39319552
18196.04721069336,0.756,39374848
18196.9913482666,0.738,39712768
18200.979614257812,0.82,41140224
18204.035186767578,0.763,42233856
18205.0537109375,0.818,42598400
18205.408477783203,0.707,42725376
18206.1466217041,0.764,42989568
18209.04197692871,0.75,44025856
18209.0763092041,0.714,44038144
18216.171646118164,0.708,46577664
18216.33186340332,0.744,46635008
18220.199966430664,0.803,48019456
18221.264266967773,0.717,48400384
18226.345443725586,0.761,50219008
18231.209182739258,0.816,51959808
18235.351943969727,0.744,53442560
18239.426040649414,0.814,54900736
18239.500427246094,0.7,54927360
18239.506149291992,0.755,54929408
18248.506927490234,0.75,58150912
18252.6554107666,0.7,59635712
18256.65512084961,0.723,61067264
18257.559204101562,0.756,61390848
18257.56492614746,0.876,61392896
18262.445831298828,0.745,63139840
18267.652893066406,0.831,65003520
18269.197845458984,0.717,65556480
18270.256423950195,0.761,65935360
18270.582580566406,0.79,66052096
18273.186111450195,0.705,66983936
