freq_mhz,probability,center_channel
6890.502166748047,0.996,46338048
6858.418655395508,0.986,34854912
6781.125259399414,0.985,7190528
6878.69758605957,0.962,42113024
6852.868270874023,0.946,32868352
6859.25407409668,0.939,35153920
6852.862548828125,0.936,32866304
6888.539505004883,0.918,45635584
6879.515838623047,0.883,42405888
6879.510116577148,0.857,42403840
6812.630844116211,0.855,18466816
6860.3240966796875,0.834,35536896
6843.867492675781,0.83,29646848
6779.717636108398,0.829,6686720
6888.533782958984,0.824,45633536
6899.954986572266,0.822,49721344
6862.504196166992,0.791,36317184
6775.077056884766,0.785,5025792
6878.794860839844,0.777,42147840
6853.326034545898,0.746,33032192
6828.23486328125,0.745,24051712
6878.800582885742,0.731,42149888
6878.789138793945,0.717,42145792
6859.557342529297,0.709,35262464
6794.732284545898,0.706,12060672
6921.979141235352,0.704,57604096
6878.6346435546875,0.701,42090496
