freq_mhz,probability,center_channel
6879.533004760742,1.0,42412032
6879.538726806641,0.999,42414080
6879.676055908203,0.997,42463232
6879.681777954102,0.997,42465280
6879.904937744141,0.995,42545152
6879.475784301758,0.994,42391552
6879.441452026367,0.993,42379264
6879.4586181640625,0.993,42385408
6879.910659790039,0.993,42547200
6879.470062255859,0.992,42389504
6879.624557495117,0.992,42444800
6879.658889770508,0.992,42457088
6879.464340209961,0.991,42387456
6879.447174072266,0.99,42381312
6879.584503173828,0.988,42430464
6879.595947265625,0.988,42434560
6879.561614990234,0.986,42422272
6879.590225219727,0.986,42432512
6879.555892944336,0.983,42420224
6879.573059082031,0.983,42426368
6774.899673461914,0.982,4962304
6879.601669311523,0.982,42436608
6879.647445678711,0.982,42452992
6879.527282714844,0.98,42409984
6879.567337036133,0.98,42424320
6879.607391357422,0.979,42438656
6879.544448852539,0.978,42416128
6879.653167724609,0.977,42455040
6880.2825927734375,0.976,42680320
6880.288314819336,0.974,42682368
6879.893493652344,0.973,42541056
6879.61311340332,0.972,42440704
6812.665176391602,0.968,18479104
6879.5501708984375,0.968,42418176
6879.6417236328125,0.962,42450944
6879.487228393555,0.961,42395648
6880.397033691406,0.955,42721280
6851.683807373047,0.95,32444416
6879.887771606445,0.947,42539008
6879.492950439453,0.946,42397696
6879.618835449219,0.945,42442752
6880.459976196289,0.945,42743808
6850.064468383789,0.933,31864832
6879.498672485352,0.93,42399744
6880.391311645508,0.928,42719232
6820.429992675781,0.925,21258240
6879.630279541016,0.914,42446848
6880.471420288086,0.902,42747904
6879.670333862305,0.892,42461184
6880.408477783203,0.884,42725376
6812.384796142578,0.876,18378752
6812.390518188477,0.872,18380800
6820.43571472168,0.866,21260288
6879.664611816406,0.86,42459136
6795.499038696289,0.855,12335104
6774.9053955078125,0.839,4964352
6774.893951416016,0.833,4960256
6859.265518188477,0.829,35158016
6879.452896118164,0.829,42383360
6795.493316650391,0.827,12333056
6882.931900024414,0.82,43628544
6775.05989074707,0.797,5019648
6882.9376220703125,0.786,43630592
6859.259796142578,0.782,35155968
6881.421279907227,0.782,43087872
6913.951110839844,0.768,54730752
6881.427001953125,0.751,43089920
6899.926376342773,0.75,49711104
6824.029159545898,0.749,22546432
6765.435409545898,0.744,1574912
6847.466659545898,0.735,30935040
6879.39567565918,0.734,42362880
6803.521347045898,0.729,15206400
6881.404113769531,0.726,43081728
6935.357284545898,0.723,62392320
6826.958847045898,0.702,23595008
