freq_mhz,probability,center_channel
6765.744400024414,1.0,1685504
6775.077056884766,1.0,5025792
6775.082778930664,1.0,5027840
6804.808807373047,0.99,15667200
6765.595626831055,0.981,1632256
6898.3184814453125,0.981,49135616
6774.888229370117,0.953,4958208
6765.589904785156,0.952,1630208
6788.953018188477,0.94,9992192
6835.828018188477,0.932,26769408
6875.18424987793,0.929,40855552
6835.822296142578,0.926,26767360
6890.513610839844,0.914,46342144
6888.539505004883,0.909,45635584
6888.533782958984,0.895,45633536
6831.170272827148,0.886,25102336
6788.947296142578,0.883,9990144
6887.492370605469,0.869,45260800
6831.16455078125,0.842,25100288
6878.789138793945,0.839,42145792
6878.794860839844,0.824,42147840
6937.634658813477,0.813,63207424
6875.161361694336,0.807,40847360
6878.777694702148,0.807,42141696
6878.783416748047,0.807,42143744
6890.507888793945,0.802,46340096
6876.837921142578,0.8,41447424
6876.826477050781,0.796,41443328
6878.77197265625,0.794,42139648
6878.806304931641,0.779,42151936
6875.121307373047,0.777,40833024
6867.299270629883,0.764,38033408
6878.812026977539,0.761,42153984
6804.803085327148,0.744,15665152
6812.665176391602,0.74,18479104
6900.0579833984375,0.733,49758208
6899.932098388672,0.726,49713152
6921.767425537109,0.726,57528320
6806.451034545898,0.718,16254976
6829.905700683594,0.707,24649728
6920.708847045898,0.704,57149440
6923.4954833984375,0.703,58146816
6921.996307373047,0.701,57610240
6887.503814697266,0.7,45264896
