freq_mhz,probability,center_channel
6782.710266113281,0.994,7757824
6782.71598815918,0.993,7759872
6798.3428955078125,0.99,13352960
6878.22265625,0.986,41943040
6850.058746337891,0.983,31862784
6765.744400024414,0.978,1685504
6850.064468383789,0.966,31864832
6924.925994873047,0.958,58658816
6878.045272827148,0.954,41879552
6831.16455078125,0.949,25100288
6831.170272827148,0.931,25102336
6812.390518188477,0.926,18380800
6875.149917602539,0.918,40843264
6774.899673461914,0.88,4962304
6812.384796142578,0.869,18378752
6774.9053955078125,0.862,4964352
6878.611755371094,0.851,42082304
6878.84635925293,0.851,42166272
6878.852081298828,0.848,42168320
6878.863525390625,0.848,42172416
6828.246307373047,0.845,24055808
6775.042724609375,0.834,5013504
6867.31071472168,0.833,38037504
6878.857803344727,0.831,42170368
6878.686141967773,0.802,42108928
6878.69758605957,0.801,42113024
6878.869247436523,0.801,42174464
6878.606033325195,0.796,42080256
6913.951110839844,0.795,54730752
6878.691864013672,0.791,42110976
6878.874969482422,0.789,42176512
6853.560638427734,0.781,33116160
6878.886413574219,0.781,42180608
6878.680419921875,0.78,42106880
6853.554916381836,0.779,33114112
6923.638534545898,0.777,58198016
6878.88069152832,0.772,42178560
6879.040908813477,0.772,42235904
6874.955368041992,0.766,40773632
6775.05989074707,0.763,5019648
6828.011703491211,0.761,23971840
6929.8126220703125,0.76,60407808
6903.130722045898,0.757,50857984
6906.134796142578,0.753,51933184
6921.761703491211,0.75,57526272
6818.169784545898,0.736,20449280
6812.648010253906,0.731,18472960
6762.505722045898,0.726,526336
6774.951171875,0.721,4980736
6794.732284545898,0.716,12060672
6878.731918334961,0.716,42125312
