freq_mhz,probability,is_eti,center_channel
4786.103820800781,0.965,True,24576
4786.120986938477,0.967,True,30720
4786.189651489258,0.96,True,55296
4786.195373535156,0.919,True,57344
4786.269760131836,0.916,True,83968
4786.275482177734,0.976,True,86016
4786.407089233398,0.934,True,133120
4786.527252197266,0.935,True,176128
4786.561584472656,0.926,True,188416
4786.578750610352,0.994,True,194560
4786.704635620117,0.943,True,239616
4786.738967895508,0.936,True,251904
4786.801910400391,0.922,True,274432
4786.824798583984,0.971,True,282624
4786.830520629883,0.989,True,284672
4786.887741088867,0.912,True,305152
4786.893463134766,0.942,True,307200
4786.962127685547,0.994,True,331776
4787.076568603516,0.994,True,372736
4787.1337890625,0.938,True,393216
4787.196731567383,0.971,True,415744
4787.202453613281,0.963,True,417792
4787.24250793457,0.939,True,432128
4787.253952026367,0.928,True,436224
4787.397003173828,0.995,True,487424
4787.408447265625,0.932,True,491520
4787.459945678711,0.904,True,509952
4787.511444091797,0.932,True,528384
4787.551498413086,0.914,True,542720
4787.562942504883,0.954,True,546816
4787.568664550781,0.92,True,548864
4787.602996826172,0.936,True,561152
4787.643051147461,0.957,True,575488
4787.648773193359,0.914,True,577536
4787.654495239258,0.957,True,579584
4787.677383422852,0.958,True,587776
4787.700271606445,0.906,True,595968
4787.705993652344,0.908,True,598016
4787.717437744141,0.948,True,602112
4787.774658203125,0.94,True,622592
4787.780380249023,0.971,True,624640
4787.837600708008,0.981,True,645120
4787.854766845703,0.964,True,651264
4787.952041625977,0.946,True,686080
4787.986373901367,0.968,True,698368
4788.0950927734375,0.961,True,737280
4788.100814819336,0.915,True,739328
4788.753128051758,0.933,True,972800
4788.913345336914,0.95,True,1030144
4788.924789428711,0.987,True,1034240
4789.245223999023,0.932,True,1148928
4789.262390136719,0.987,True,1155072
4789.268112182617,0.98,True,1157120
4789.359664916992,0.985,True,1189888
4789.40544128418,0.925,True,1206272
4789.411163330078,0.944,True,1208320
4789.571380615234,0.919,True,1265664
4789.674377441406,0.936,True,1302528
4789.680099487305,0.973,True,1304576
4789.891815185547,0.993,True,1380352
4789.897537231445,0.936,True,1382400
4790.269470214844,0.973,True,1515520
4790.298080444336,0.996,True,1525760
4790.32096862793,0.903,True,1533952
4790.366744995117,0.915,True,1550336
4790.469741821289,0.957,True,1587200
4790.50407409668,0.936,True,1599488
4790.601348876953,0.957,True,1634304
4790.641403198242,0.937,True,1648640
4790.664291381836,0.937,True,1656832
4790.68717956543,0.929,True,1665024
4790.801620483398,0.925,True,1705984
4790.858840942383,0.984,True,1726464
4790.864562988281,0.996,True,1728512
4790.898895263672,0.914,True,1740800
4790.967559814453,0.949,True,1765376
4790.973281860352,0.926,True,1767424
4791.047668457031,0.956,True,1794048
4791.122055053711,0.923,True,1820672
4791.184997558594,0.97,True,1843200
4791.328048706055,0.987,True,1894400
4792.461013793945,0.903,True,2299904
4794.1375732421875,0.928,True,2899968
4794.143295288086,0.963,True,2902016
4794.160461425781,0.948,True,2908160
4794.20051574707,0.91,True,2922496
4794.343566894531,0.931,True,2973696
4794.423675537109,0.908,True,3002368
4794.520950317383,0.918,True,3037184
4794.572448730469,0.944,True,3055616
4794.589614868164,0.947,True,3061760
4794.664001464844,0.976,True,3088384
4794.6868896484375,0.993,True,3096576
4794.709777832031,0.983,True,3104768
4794.71549987793,0.986,True,3106816
4794.7784423828125,0.991,True,3129344
4794.784164428711,0.918,True,3131392
4794.801330566406,0.938,True,3137536
4794.807052612305,0.927,True,3139584
4794.835662841797,0.985,True,3149824
4794.858551025391,0.991,True,3158016
4795.018768310547,0.963,True,3215360
4795.030212402344,0.944,True,3219456
4795.047378540039,0.927,True,3225600
4795.133209228516,0.976,True,3256320
4795.173263549805,0.94,True,3270656
4795.201873779297,0.954,True,3280896
4795.293426513672,0.909,True,3313664
4795.310592651367,0.915,True,3319808
4795.384979248047,0.979,True,3346432
4795.425033569336,0.942,True,3360768
4795.44792175293,0.977,True,3368960
4795.470809936523,0.945,True,3377152
4795.5108642578125,0.929,True,3391488
4795.556640625,0.928,True,3407872
4795.671081542969,0.935,True,3448832
4795.734024047852,0.972,True,3471360
4795.81413269043,0.979,True,3500032
4795.8770751953125,0.949,True,3522560
4795.894241333008,0.943,True,3528704
4795.905685424805,0.988,True,3532800
4795.962905883789,0.971,True,3553280
4795.9686279296875,0.923,True,3555328
4796.008682250977,0.963,True,3569664
4796.043014526367,0.967,True,3581952
4796.0601806640625,0.931,True,3588096
4796.065902709961,0.935,True,3590144
4796.111679077148,0.988,True,3606528
4796.409225463867,0.981,True,3713024
4796.414947509766,0.989,True,3715072
4796.540832519531,0.909,True,3760128
4796.586608886719,0.973,True,3776512
4796.895599365234,0.98,True,3887104
4796.901321411133,0.972,True,3889152
4796.998596191406,0.975,True,3923968
4797.021484375,0.964,True,3932160
4797.027206420898,0.984,True,3934208
4797.044372558594,0.94,True,3940352
4797.050094604492,0.944,True,3942400
4797.141647338867,0.953,True,3975168
4797.198867797852,0.959,True,3995648
4797.221755981445,0.941,True,4003840
4797.290420532227,0.987,True,4028416
4797.296142578125,0.994,True,4030464
4797.450637817383,0.91,True,4085760
4797.479248046875,0.953,True,4096000
4797.519302368164,0.904,True,4110336
4797.587966918945,0.926,True,4134912
4797.690963745117,0.968,True,4171776
4797.748184204102,0.935,True,4192256
4797.771072387695,0.97,True,4200448
4797.879791259766,0.964,True,4239360
4797.908401489258,0.965,True,4249600
4798.0743408203125,0.996,True,4308992
4798.183059692383,0.934,True,4347904
4798.200225830078,0.989,True,4354048
4798.291778564453,0.999,True,4386816
4798.308944702148,0.971,True,4392960
4798.383331298828,0.975,True,4419584
4798.400497436523,0.988,True,4425728
4798.457717895508,0.911,True,4446208
4798.469161987305,0.965,True,4450304
4798.480606079102,0.909,True,4454400
4798.486328125,0.968,True,4456448
4798.492050170898,0.985,True,4458496
4798.503494262695,0.978,True,4462592
4798.635101318359,0.942,True,4509696
4798.74382019043,0.925,True,4548608
4798.766708374023,0.941,True,4556800
4798.818206787109,0.911,True,4575232
4798.892593383789,0.917,True,4601856
4798.984146118164,0.906,True,4634624
4799.121475219727,0.926,True,4683776
4799.567794799805,0.953,True,4843520
4799.573516845703,0.948,True,4845568
4799.84245300293,0.911,True,4941824
4799.893951416016,0.908,True,4960256
4800.494766235352,0.987,True,5175296
4800.557708740234,0.954,True,5197824
4800.717926025391,0.986,True,5255168
4800.723648071289,0.994,True,5257216
4800.79231262207,0.906,True,5281792
4800.809478759766,0.974,True,5287936
4800.815200805664,0.981,True,5289984
4800.8209228515625,0.917,True,5292032
4800.998306274414,0.975,True,5355520
4801.009750366211,0.961,True,5359616
4801.215744018555,0.945,True,5433344
4801.227188110352,0.928,True,5437440
4801.3702392578125,0.916,True,5488640
4801.393127441406,0.913,True,5496832
4801.398849487305,0.923,True,5498880
4801.484680175781,0.982,True,5529600
4801.627731323242,0.933,True,5580800
4801.650619506836,0.928,True,5588992
4801.730728149414,0.954,True,5617664
4801.833724975586,0.933,True,5654528
4801.868057250977,0.991,True,5666816
4802.028274536133,0.99,True,5724160
4802.548980712891,0.977,True,5910528
4802.554702758789,0.997,True,5912576
4802.577590942383,0.901,True,5920768
4802.749252319336,0.994,True,5982208
4802.754974365234,0.991,True,5984256
4802.909469604492,0.997,True,6039552
4802.920913696289,0.935,True,6043648
4803.046798706055,0.967,True,6088704
4803.052520751953,0.984,True,6090752
4803.447341918945,0.985,True,6232064
4803.453063964844,0.987,True,6234112
4803.624725341797,0.939,True,6295552
4803.630447387695,0.903,True,6297600
4803.636169433594,0.902,True,6299648
4803.647613525391,0.98,True,6303744
4803.653335571289,0.932,True,6305792
4803.733444213867,0.994,True,6334464
4803.79638671875,0.914,True,6356992
4803.8421630859375,0.988,True,6373376
4804.0252685546875,0.96,True,6438912
4804.16259765625,0.912,True,6488064
4804.23698425293,0.978,True,6514688
