freq_mhz,probability,center_channel
6853.120040893555,0.993,32958464
6804.791641235352,0.978,15661056
6875.1556396484375,0.968,40845312
6858.418655395508,0.959,34854912
6880.425643920898,0.958,42731520
6859.116744995117,0.952,35104768
6859.339904785156,0.942,35184640
6880.419921875,0.939,42729472
6929.578018188477,0.937,60323840
6855.975341796875,0.926,33980416
6831.158828735352,0.914,25098240
6880.454254150391,0.911,42741760
6944.037628173828,0.91,65499136
6934.201431274414,0.902,61978624
6788.935852050781,0.892,9986048
6880.442810058594,0.878,42737664
6934.195709228516,0.871,61976576
6804.79736328125,0.869,15663104
6853.114318847656,0.854,32956416
6880.391311645508,0.832,42719232
6880.414199829102,0.83,42727424
6880.385589599609,0.824,42717184
6781.394195556641,0.818,7286784
6880.397033691406,0.801,42721280
6875.161361694336,0.796,40847360
6838.677597045898,0.784,27789312
6924.920272827148,0.783,58656768
6880.408477783203,0.77,42725376
6878.760528564453,0.768,42135552
6880.522918701172,0.767,42766336
6880.448532104492,0.748,42739712
6880.402755737305,0.745,42723328
6937.65754699707,0.737,63215616
6880.431365966797,0.734,42733568
6876.763534545898,0.721,41420800
6913.951110839844,0.718,54730752
6851.683807373047,0.712,32444416
6914.849472045898,0.706,55052288
6903.130722045898,0.703,50857984
6941.216659545898,0.703,64489472
