freq_mhz,probability,center_channel
18099.996948242188,0.79,4997120
18100.002670288086,0.737,4999168
18123.23989868164,0.753,13316096
18124.756240844727,0.784,13858816
18139.776611328125,0.773,19234816
18139.782333374023,0.77,19236864
18140.039825439453,0.795,19329024
18142.35725402832,0.946,20158464
18142.36297607422,0.925,20160512
18147.392654418945,0.715,21960704
18171.61979675293,0.876,30631936
18171.625518798828,0.779,30633984
18187.95051574707,0.718,36476928
18187.95623779297,0.767,36478976
18195.560836791992,0.788,39200768
18195.886993408203,0.856,39317504
18196.985626220703,0.877,39710720
18218.208694458008,0.734,47306752
18226.311111450195,0.723,50206720
18231.209182739258,0.779,51959808
